index;name;label;valueType
42;BREAD_060301;Intake of bread [g/d];decimal
43;CRISPBREAD_060302;Intake of crisp bread and rusk [g/d];decimal
44;BREAKF_CEREALS_0604;Intake of breakfast cereals [g/d];decimal
45;DOUGH_PASTRY_0606;Intake of fine bakery products [g/d];decimal
46;MEAT_PROD_07;Intake of meat and meat products [g/d];decimal
47;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal
48;BEEF_070101;Intake of cow, ox or bull fresh meat [g/d];decimal
49;VEAL_070102;Intake of calf fresh meat [g/d];decimal
50;PORK_070103;Intake of pig fresh meat [g/d];decimal
51;POULTRY_0702;Intake of poultry meat [g/d];decimal
52;OTHERPOULTRY_070200;Intake of other poultry meat [g/d];decimal
53;CHICKEN_070201;Intake of chicken meat [g/d];decimal
54;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal
55;OFFALS_0705;Intake of animal offal and other slaughtering [g/d];decimal
56;FISH_SHELLFISH_08;Intake of fish and seafood and products thereof [g/d];decimal
57;FISH_0801;Intake of fish (meat) [g/d];decimal
58;FISH_PROD_0803;Intake of processed fish [g/d];decimal
59;EGG_PROD_09;Intake of eggs and egg products [g/d];decimal
60;EGGS_0901;Intake of eggs [g/d];decimal
61;FAT_10;Intake of animal and vegetable fats and oils [g/d];decimal
62;VEGOILS_1001;Intake of vegetable fats and oils [g/d];decimal
63;BUTTER_1002;Intake of butter [g/d];decimal
64;MARGARINE_1003;Intake of margarines and similar [g/d];decimal
65;FRYFAT_1004;Intake of blended frying oil/fats [g/d];decimal
66;OTHER_ANIMALFAT_1006;Intake of animal fats (processed fat from animal tissue) [g/d];decimal
67;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal
68;HONEY_JAM_1101;Intake of sugars, syrups, honey and table-top sweeteners [g/d];decimal
69;CHOCOLATE_1102;Intake of chocolate, chocolate products and chocolate coated confectionary [g/d];decimal
70;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal
71;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal
72;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal
73;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal
74;VARPASTRY_1201;Intake of various pastry [g/d];decimal
75;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal
76;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal
77;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal
78;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal
79;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal
80;COFFEE_130301;Coffee intake [g/d];decimal
81;TEA_130302;Tea intake [g/d];decimal
82;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal
83;WATER_1304;Intake of water and water-based beverages [g/d];decimal
84;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal
85;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal
86;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal
87;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal
88;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal
89;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal
90;LIQUEURS_1406;Intake of liqueurs [g/d];decimal
91;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal
92;SAUCES_1501;Intake of savoury sauces [g/d];decimal
93;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal
94;DRESSINGS_150102;Dressing intake [g/d];decimal
95;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal
96;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal
97;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal
98;SOUP_1601;Intake of soups [g/d];decimal
99;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal
100;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal
101;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal
102;SOY_PROD_1701;Intake of soy products [g/d];decimal
103;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal
104;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal
