index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
;INC_HF;Heart failure during follow-up;integer;;f1_chf_total_inz;undetermined;undetermined;measured HF via echocardiography, symptoms and pBNP at FU1;undetermined;undetermined
;AGE_HF;Age at diagnosis of heart failure [years];decimal;;f1_age;undetermined;undetermined;date of diagnose and the date of birth;undetermined;undetermined
;INC_DIAB2;Diabetes mellitus type 2 during follow-up;integer;;;undetermined;undetermined;;undetermined;undetermined
;AGE_DIAB2;Age at diagnosis of diabetes mellitus type 2 [years];decimal;;;undetermined;undetermined;;undetermined;undetermined
;INC_CANCER;Cancer during follow-up;integer;;f2_cancer1_inc;undetermined;undetermined;;undetermined;undetermined
;TYPE_CANCER;Type of Cancer (ICD 10, 3 digits,e.g. C18.3);integer;;f2_cancer1_typ;undetermined;undetermined;;undetermined;undetermined
;AGE_CANCER;Age at diagnosis of cancer [years];decimal;;f2_cancer1_date;undetermined;undetermined;date of diagnose and the date of birth;undetermined;undetermined
;VITAL_ST;Vital status at the end of mortality follow-up;integer;;vit_stat;undetermined;undetermined;;undetermined;undetermined
;AGE_DEATH;Age at time of death [years];decimal;;tod_dat;undetermined;undetermined;;undetermined;undetermined
;VITAL_ST_CVD;Vital status at the end of CVD mortality follow-up;integer;;;impossible;impossible;;impossible;unavailable
;VITAL_ST_CANCER;Vital status at the end of cancer mortality follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_FUP;Age at end of follow-up [years];decimal;;;impossible;impossible;;impossible;unavailable
