index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
;INC_ISC_STR;Cerebral infarction (ischaemic stroke) during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_ISC_STR;Age at diagnosis of cerebral infarction (ischaemic stroke) [years];decimal;;;impossible;impossible;;impossible;unavailable
;INC_HAEMO_STR;Haemorrhagic stroke during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_HAEMO_STR;Age at diagnosis of haemorrhagic stroke [years];decimal;;;impossible;impossible;;impossible;unavailable
;INC_HYP;Essential hypertension during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_HYP;Age at diagnosis of essential hypertension [years];decimal;;;impossible;impossible;;impossible;unavailable
;INC_HF;Heart failure during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_HF;Age at diagnosis of heart failure [years];decimal;;;impossible;impossible;;impossible;unavailable
;INC_DIAB2;Diabetes mellitus type 2 during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_DIAB2;Age at diagnosis of diabetes mellitus type 2 [years];decimal;;;impossible;impossible;;impossible;unavailable
;INC_CANCER;Cancer during follow-up;integer;;;impossible;impossible;;impossible;unavailable
;TYPE_CANCER;Type of Cancer (ICD 10, 3 digits,e.g. C18.3);text;;;impossible;impossible;;impossible;unavailable
;AGE_CANCER;Age at diagnosis of cancer [years];decimal;;;impossible;impossible;;impossible;unavailable
;VITAL_ST;Vital status at the end of mortality follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_DEATH;Age at time of death [years];decimal;;;impossible;impossible;;impossible;unavailable
;VITAL_ST_CVD;Vital status at the end of CVD mortality follow-up;integer;;;impossible;impossible;;impossible;unavailable
;VITAL_ST_CANCER;Vital status at the end of cancer mortality follow-up;integer;;;impossible;impossible;;impossible;unavailable
;AGE_FUP;Age at end of follow-up [years];decimal;;;impossible;impossible;;impossible;unavailable
