variable;name;label
fe_ff26;4;4-6 mal in der Woche
fe_ff26;5;täglich
fe_ff26;7;missing
fe_ff26;8;missing
fe_ff27;1;(fast) Nie
fe_ff27;2;1-3 mal im Monat
fe_ff27;3;1-3 mal in der Woche
fe_ff27;4;4-6 mal in der Woche
fe_ff27;5;täglich
fe_ff27;7;missing
fe_ff27;8;missing
fe_ff21;1;(fast) Nie
fe_ff21;2;1-3 mal im Monat
fe_ff21;3;1-3 mal in der Woche
fe_ff21;4;4-6 mal in der Woche
fe_ff21;5;täglich
fe_ff21;7;missing
fe_ff21;8;missing
fe_ff18;1;(fast) Nie
fe_ff18;2;1-3 mal im Monat
fe_ff18;3;1-3 mal in der Woche
fe_ff18;4;4-6 mal in der Woche
fe_ff18;5;täglich
fe_ff18;7;missing
fe_ff18;8;missing
