variable;name;label
qu_nutr_fruitjuice_c;3;Etwa einmal in der Woche
qu_nutr_fruitjuice_c;4;Mehrmals in der Woche
qu_nutr_fruitjuice_c;5;Täglich oder fast täglich
qu_nutr_fruitjuice_c;6;Mehrmals täglich
qu_nutr_softdrink_c;0;Nie oder fast nie
qu_nutr_softdrink_c;1;Einmal im Monat oder seltener
qu_nutr_softdrink_c;2;Mehrmals im Monat
qu_nutr_softdrink_c;3;Etwa einmal in der Woche
qu_nutr_softdrink_c;4;Mehrmals in der Woche
qu_nutr_softdrink_c;5;Täglich oder fast täglich
qu_nutr_softdrink_c;6;Mehrmals täglich
qu_nutr_water_c;0;Nie oder fast nie
qu_nutr_water_c;1;Einmal im Monat oder seltener
qu_nutr_water_c;2;Mehrmals im Monat
qu_nutr_water_c;3;Etwa einmal in der Woche
qu_nutr_water_c;4;Mehrmals in der Woche
qu_nutr_water_c;5;Täglich oder fast täglich
qu_nutr_water_c;6;Mehrmals täglich
