index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
14;MENOPAUSE;Menopause status;integer;CARLA_P2;;impossible;impossible;;impossible;incompatible
15;HRT;Hormone replacement therapy;integer;CARLA_P2;fr_hrt1;recode;"recode(1= 1; 2 = 0; 9=0;)";;complete;compatible
16;CONTRACEPTIVE;Use of contraceptive pills or injections [years];integer;CARLA_P2;;impossible;impossible;;impossible;incompatible
17;LIVE_BIRTHS;Number of live births given [Nr. of birth];integer;CARLA_P2;children;direct_mapping;direct_mapping;;partial;tentative
18;AGE_FIRST_BIRTH;Age at the first given birth [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
19;TG;Triglycerides measured from blood samples [mmol/L];decimal;CARLA_P2;tg;direct_mapping;direct_mapping;;complete;identical
20;CHOL;Total cholesterol measured from blood samples [mmol/L];decimal;CARLA_P2;chol;direct_mapping;direct_mapping;;complete;identical
21;LDL;LDL cholesterol measured from blood samples [mmol/L];decimal;CARLA_P2;ldlc;direct_mapping;direct_mapping;;complete;identical
22;HDL;HDL cholesterol measured from blood samples [mmol/L];decimal;CARLA_P2;hdl;direct_mapping;direct_mapping;;complete;identical
23;PREV_DIAB;History of diabetes;integer;CARLA_P2;diabetes2;direct_mapping;direct_mapping;;partial;proximate
24;PREV_HYP;History of hypertension;integer;CARLA_P2;hyp_i;recode;"recode(1= 1; 2 = 0;)";;partial;proximate
25;PREV_CVD;History of cardiovascular disease;integer;CARLA_P2;cvd;recode;"recode(0= 0; 1 = 1; 2=1;)";;partial;proximate
26;PREV_CANCER;History of cancer;integer;CARLA_P2;cancer;direct_mapping;direct_mapping;;partial;proximate
27;FAM1_CHD_STROKE;First degree family history of premature CHD and stroke;integer;CARLA_P2;fam_stroke;recode;"recode(1= 1; 2 = 0; 3=2; 8=2;)";;complete;compatible
28;FAM1_DIAB2;First degree family history of T2D;integer;CARLA_P2;fam_diab;recode;"recode(1= 1; 2 = 0; 3=2; 8=2;)";;complete;compatible
29;FAM1_CANCER;First degree family history of cancer;integer;CARLA_P2;fam_cancer;recode;"recode(1= 1; 2 = 0; 3=2; 8=2;)";;complete;compatible
30;DRE_SCREEN;Screening, DRE;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
31;PSA_SCREEN;Screening, PSA;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
32;FOBT_SCREEN;Screening, FOBT;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
33;COL_SCREEN;Screening, colonoscopy;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
34;MELANOMA_SCREEN;Screening, skin cancer;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
35;MAMMO_SCREEN;Screening, mammography;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
36;CERVICAL_SCREEN;Screening cervical, smear test;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
37;MED_STAT;Regular use of statins;integer;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
38;MED_NSAID;Regular use of non-steroidal anti-inflammatory drugs;integer;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
39;INC_CVD;CVD event during follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
40;AGE_CVD;Age at diagnosis of CVD [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
41;INC_ANGINA;Angina pectoris event during follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
42;AGE_ANGINA;Age at diagnosis of angina pectoris [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
43;INC_MI;Myocardial infarction during follow-up;integer;CARLA_P2;f2_mi_i_inc;undetermined;undetermined;;undetermined;undetermined
44;AGE_MI;Age at diagnosis of myocardial infarction [years];date;CARLA_P2;f2_mi_year;undetermined;undetermined;;undetermined;undetermined
45;INC_STR;Stroke during follow-up;integer;CARLA_P2;f2_stoke_i_inc;undetermined;undetermined;;undetermined;undetermined
46;AGE_STR;Age at diagnosis of stroke [years];decimal;CARLA_P2;f1_stroke_first_year_inc;undetermined;undetermined;;undetermined;undetermined
47;INC_ISC_STR;Cerebral infarction (ischaemic stroke) during follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
48;AGE_ISC_STR;Age at diagnosis of cerebral infarction (ischaemic stroke) [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
49;INC_HAEMO_STR;Haemorrhagic stroke during follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
50;AGE_HAEMO_STR;Age at diagnosis of haemorrhagic stroke [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
51;INC_HYP;Essential hypertension during follow-up;integer;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
52;AGE_HYP;Age at diagnosis of essential hypertension [years];date;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
53;INC_HF;Heart failure during follow-up;integer;CARLA_P2;f1_chf_total_inz;undetermined;undetermined;measured HF via echocardiography, symptoms and pBNP at FU1;undetermined;undetermined
54;AGE_HF;Age at diagnosis of heart failure [years];decimal;CARLA_P2;f1_age;undetermined;undetermined;date of diagnose and the date of birth;undetermined;undetermined
55;INC_DIAB2;Diabetes mellitus type 2 during follow-up;integer;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
56;AGE_DIAB2;Age at diagnosis of diabetes mellitus type 2 [years];decimal;CARLA_P2;;undetermined;undetermined;;undetermined;undetermined
57;INC_CANCER;Cancer during follow-up;integer;CARLA_P2;f2_cancer1_inc;undetermined;undetermined;;undetermined;undetermined
58;TYPE_CANCER;Type of Cancer (ICD 10, 3 digits,e.g. C18.3);integer;CARLA_P2;f2_cancer1_typ;undetermined;undetermined;;undetermined;undetermined
59;AGE_CANCER;Age at diagnosis of cancer [years];decimal;CARLA_P2;f2_cancer1_date;undetermined;undetermined;date of diagnose and the date of birth;undetermined;undetermined
60;VITAL_ST;Vital status at the end of mortality follow-up;integer;CARLA_P2;vit_stat;undetermined;undetermined;;undetermined;undetermined
61;AGE_DEATH;Age at time of death [years];decimal;CARLA_P2;tod_dat;undetermined;undetermined;;undetermined;undetermined
62;VITAL_ST_CVD;Vital status at the end of CVD mortality follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
63;VITAL_ST_CANCER;Vital status at the end of cancer mortality follow-up;integer;CARLA_P2;;impossible;impossible;;impossible;unavailable
64;AGE_FUP;Age at end of follow-up [years];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
65;BMI;Body Mass Index at baseline [kg/m²];decimal;CARLA_P2;bmi;direct_mapping;direct_mapping;;complete;identical
66;BMI_FUP;Body Mass Index at follow-up [kg/m²];decimal;CARLA_P2;f1_bmi;direct_mapping;direct_mapping;;complete;identical
67;BMI_SDS;Body Mass Index Standard Deviation Score at baseline (children studies);decimal;CARLA_P2;;impossible;impossible;N/A adult participants;impossible;unavailable
68;BMI_SDS_FUP;Body Mass Index Standard Deviation Score at follow-up (children studies);decimal;CARLA_P2;;impossible;impossible;N/A adult participants;impossible;unavailable
69;WAIST_FUP;Waist circumference at follow-up [cm];decimal;CARLA_P2;f1_taillenumfang;direct_mapping;direct_mapping;;complete;identical
70;WAIST;Waist circumference at baseline [cm];decimal;CARLA_P2;taillenumfang;direct_mapping;direct_mapping;;complete;identical
71;HIP;Hip circumference at baseline [cm];decimal;CARLA_P2;hueftumfang;direct_mapping;direct_mapping;;complete;identical
72;HIP_FUP;Hip circumference at follow-up [cm];decimal;CARLA_P2;f1_hueftumfang;direct_mapping;direct_mapping;;complete;identical
73;FMI_FUP;Fat mass index at follow-up  [kg/m²];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
74;FMI;Fat mass index at baseline  [kg/m²];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
75;BODY_FAT_FUP;Body fat precent at follow-up [%];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
76;BODY_FAT;Body fat precent at baseline  [%];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
77;AGE_ANTH_FUP;Age at anthropometric measurement at follow-up [years];decimal;CARLA_P2;f1_age;direct_mapping;direct_mapping;;complete;identical
78;ENERGY;Energy intake [kcal/d];decimal;CARLA_P2;gj;operation;gj/4.2;change unit from KJ to kcal;complete;compatible
79;CARB;Carbohydrate intake [g/d];decimal;CARLA_P2;zk;direct_mapping;direct_mapping;;complete;identical
80;PROT;Protein intake [g/d];decimal;CARLA_P2;ze;direct_mapping;direct_mapping;;complete;identical
81;FAT;Fat intake [g/d];decimal;CARLA_P2;zf;direct_mapping;direct_mapping;;complete;identical
82;ALC;Alcohol intake [g/d];decimal;CARLA_P2;za;direct_mapping;direct_mapping;;complete;identical
83;FIBER;Dietary fiber intake [g/d];decimal;CARLA_P2;zb;direct_mapping;direct_mapping;;complete;identical
84;SFA;Saturated fat intake [g/d];decimal;CARLA_P2;fs;direct_mapping;direct_mapping;;complete;identical
85;MUFA;Monounsaturated fat intake [g/d];decimal;CARLA_P2;fu;direct_mapping;direct_mapping;;complete;identical
86;PUFA;Polyunsaturated fat intake [g/d];decimal;CARLA_P2;fp;direct_mapping;direct_mapping;;complete;identical
87;TOT_SUGARS;Total sugar intake [g/d];decimal;CARLA_P2;"kd,
km";operation;kd+km;;complete;identical
88;ADD_SUGARS;Added sugar intake [g/d];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
89;FREE_SUGARS;Free sugar intake [g/d];decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
90;GLUC;Glucose intake [g/d];decimal;CARLA_P2;kmt;direct_mapping;direct_mapping;;complete;identical
91;FRUC;Fructose intake [g/d];decimal;CARLA_P2;kmf;direct_mapping;direct_mapping;;complete;identical
92;GI;Daily glycaemic index;decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
93;GL;Daily glycaemic load;decimal;CARLA_P2;;impossible;impossible;;impossible;unavailable
94;SODIUM;Sodium intake [mg/d];decimal;CARLA_P2;mna;direct_mapping;direct_mapping;;complete;identical
95;SOD_POT_RATIO;Sodium to potassium intake ratio;decimal;CARLA_P2;mna, mk;operation;mna/mk;;complete;compatible
96;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal;CARLA_P2;;;;;;
97;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;CARLA_P2;;;;;;
98;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;CARLA_P2;;;;;;
99;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;CARLA_P2;;;;;;
100;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;CARLA_P2;;;;;;
101;VEGETABLES_02;Vegetable intake [g/d];decimal;CARLA_P2;;;;;;
102;LEGUMES_TOT_03;Total legumes intake [g/d];decimal;CARLA_P2;;;;;;
103;FRUITS_TOT_04;Total fruit intake [g/d];decimal;CARLA_P2;;;;;;
104;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal;CARLA_P2;;;;;;
105;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal;CARLA_P2;;;;;;
106;COFFEE_130301;Coffee intake [g/d];decimal;CARLA_P2;;;;;;
107;TEA_130302;Tea intake [g/d];decimal;CARLA_P2;;;;;;
108;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;CARLA_P2;;;;;;
