index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
46;AGE_STR;Age at diagnosis of stroke [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
47;INC_ISC_STR;Cerebral infarction (ischaemic stroke) during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
48;AGE_ISC_STR;Age at diagnosis of cerebral infarction (ischaemic stroke) [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
49;INC_HAEMO_STR;Haemorrhagic stroke during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
50;AGE_HAEMO_STR;Age at diagnosis of haemorrhagic stroke [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
51;INC_HYP;Essential hypertension during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
52;AGE_HYP;Age at diagnosis of essential hypertension [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
53;INC_HF;Heart failure during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
54;AGE_HF;Age at diagnosis of heart failure [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
55;INC_DIAB2;Diabetes mellitus type 2 during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
56;AGE_DIAB2;Age at diagnosis of diabetes mellitus type 2 [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
57;INC_CANCER;Cancer during follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
58;TYPE_CANCER;Type of Cancer (ICD 10, 3 digits,e.g. C18.3);text;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
59;AGE_CANCER;Age at diagnosis of cancer [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
60;VITAL_ST;Vital status at the end of mortality follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
61;AGE_DEATH;Age at time of death [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
62;VITAL_ST_CVD;Vital status at the end of CVD mortality follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
63;VITAL_ST_CANCER;Vital status at the end of cancer mortality follow-up;integer;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
64;AGE_FUP;Age at end of follow-up [years];decimal;KARMEN_P2;impossible;impossible;impossible;impossible;impossible;unavailable
65;BMI;Body Mass Index at baseline [kg/m²];decimal;KARMEN_P2;BMI;direct_mapping;complete;;complete;identical
66;BMI_FUP;Body Mass Index at follow-up [kg/m²];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
67;BMI_SDS;Body Mass Index Standard Deviation Score at baseline (children studies);decimal;KARMEN_P2;impossible;impossible;impossible;N/A adult participants;impossible;unavailable
68;BMI_SDS_FUP;Body Mass Index Standard Deviation Score at follow-up (children studies);decimal;KARMEN_P2;impossible;impossible;impossible;N/A adult participants;impossible;unavailable
69;WAIST_FUP;Waist circumference at follow-up [cm];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
70;WAIST;Waist circumference at baseline [cm];decimal;KARMEN_P2;TU;direct_mapping;complete;;complete;identical
71;HIP;Hip circumference at baseline [cm];decimal;KARMEN_P2;FR_gynoid;direct_mapping;complete;;complete;identical
72;HIP_FUP;Hip circumference at follow-up [cm];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
73;FMI_FUP;Fat mass index at follow-up  [kg/m²];decimal;KARMEN_P2;;;;;;
74;FMI;Fat mass index at baseline  [kg/m²];decimal;KARMEN_P2;FMI;direct_mapping;complete;;complete;identical
75;BODY_FAT_FUP;Body fat precent at follow-up [%];decimal;KARMEN_P2;;;;;;
76;BODY_FAT;Body fat precent at baseline  [%];decimal;KARMEN_P2;;;;;;
77;AGE_ANTH_FUP;Age at anthropometric measurement at follow-up [years];decimal;KARMEN_P2;Alter_BE;direct_mapping;complete;;complete;identical
78;ENERGY;Energy intake [kcal/d];decimal;KARMEN_P2;kcal_zb_tag_NCI;direct_mapping;complete;;complete;identical
79;CARB;Carbohydrate intake [g/d];decimal;KARMEN_P2;kh_tag_NCI;direct_mapping;complete;;complete;identical
80;PROT;Protein intake [g/d];decimal;KARMEN_P2;prot_tag_NCI;direct_mapping;complete;;complete;identical
81;FAT;Fat intake [g/d];decimal;KARMEN_P2;ft_tag_NCI;direct_mapping;complete;;complete;identical
82;ALC;Alcohol intake [g/d];decimal;KARMEN_P2;al_tag_NCI;direct_mapping;complete;;complete;identical
83;FIBER;Dietary fiber intake [g/d];decimal;KARMEN_P2;bs_tag_NCI;direct_mapping;complete;;complete;identical
84;SFA;Saturated fat intake [g/d];decimal;KARMEN_P2;fsges_tag_NCI;direct_mapping;complete;;complete;identical
85;MUFA;Monounsaturated fat intake [g/d];decimal;KARMEN_P2;fseuges_tag_NCI;direct_mapping;complete;;complete;identical
86;PUFA;Polyunsaturated fat intake [g/d];decimal;KARMEN_P2;fsmuges_tag_NCI;direct_mapping;complete;;complete;identical
87;TOT_SUGARS;Total sugar intake [g/d];decimal;KARMEN_P2;KMD_tag;direct_mapping;complete;;complete;identical
88;ADD_SUGARS;Added sugar intake [g/d];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
89;FREE_SUGARS;Free sugar intake [g/d];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
90;GLUC;Glucose intake [g/d];decimal;KARMEN_P2;KMT_tag;direct_mapping;complete;;complete;identical
91;FRUC;Fructose intake [g/d];decimal;KARMEN_P2;KMF_tag;direct_mapping;complete;;complete;identical
92;GI;Daily glycaemic index;decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
93;GL;Daily glycaemic load;decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
94;SODIUM;Sodium intake [g/d];decimal;KARMEN_P2;na_tag_NCI;direct_mapping;complete;;complete;identical
95;SOD_POT_RATIO;Sodium to potassium intake ratio [g/d];decimal;KARMEN_P2;"na_tag_NCI;k_tag_NCI";operation;(na_tag_NCI/k_tag_NCI);;complete;identical
96;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal;KARMEN_P2;Sues_sum;direct_mapping;direct_mapping;;complete;identical
97;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;KARMEN_P2;Cakes_NCI;direct_mapping;direct_mapping;;complete;identical
98;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;KARMEN_P2;Getr15_14;direct_mapping;direct_mapping;;complete;identical
99;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;KARMEN_P2;Getr15_16;direct_mapping;direct_mapping;;complete;identical
100;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;KARMEN_P2;Suessstoffe;direct_mapping;direct_mapping;;complete;identical
101;VEGETABLES_02;Vegetable intake [g/d];decimal;KARMEN_P2;Gem02_1;direct_mapping;direct_mapping;;complete;identical
102;LEGUMES_TOT_03;Total legumes intake [g/d];decimal;KARMEN_P2;Gem02_Hu;direct_mapping;direct_mapping;;complete;identical
103;FRUITS_TOT_04;Total fruit intake [g/d];decimal;KARMEN_P2;Obst_sum;direct_mapping;direct_mapping;;complete;identical
104;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal;KARMEN_P2;impossible;impossible;impossible;;impossible;unavailable
105;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal;KARMEN_P2;Flei_Wurst;direct_mapping;direct_mapping;;complete;identical
106;COFFEE_130301;Coffee intake [g/d];decimal;KARMEN_P2;Getr15_12;operation;0.5 * Getr15_12;Do you know the proportion of coffee drinkers? Does 50% make sense?;partial;tentative
107;TEA_130302;Tea intake [g/d];decimal;KARMEN_P2;Getr15_12;operation;0.5 * Getr15_12;Do you know the proportion of tea drinkers? Does 50% make sense?;partial;tentative
108;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;KARMEN_P2;__BLANK__;paste;2;2 (24HDR);complete;identical
