index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
80;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal;KORA_S3_P1;"DV610; DV681; DV684; DV687; DV620; DV630; DV650; DV670";operation;DV610 + DV681 + DV684 + DV687 + DV620 + DV630 + DV650 + DV670;"DV610 (sugar) + 
DV681 (honey) + 
DV684 (jam) + 
DV687 (other sweet spreads) + 
DV620 (cacao products) + 
DV630 (chocolate products) + 
DV650 (confectionery) + 
DV670 (all ice cream)";complete;compatible
81;HONEY_JAM_1101;Intake of sugars, syrups, honey and table-top sweeteners [g/d];decimal;KORA_S3_P1;"DV681; DV684";operation;DV681 + DV684;DV681 (honey) + DV684 (jam);complete;compatible
82;CHOCOLATE_1102;Intake of chocolate, chocolate products and chocolate coated confectionary [g/d];decimal;KORA_S3_P1;"DV620; DV630";operation;DV620 + DV630;DV620 (cacao products) + DV630 (chocolate products);complete;compatible
83;NONCHOC_SWEETS_1103;Intake of sweet bars and other formed sweet masses, candies (soft and hard) and other confectionery including breath refreshening microsweets [g/d];decimal;KORA_S3_P1;DV650;direct_mapping;direct_mapping;DV650 (confectionary);complete;identical
84;SYRUP_1104;Intake of corn syrup and sugar beet syrup [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
85;ICECREAM_1105;Intake of spoonable desserts and ice creams [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
86;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal;KORA_S3_P1;DV670;direct_mapping;direct_mapping;DV670 (all ice cream);complete;identical
87;SORBET_110502;Sorbet intake [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
88;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
89;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;KORA_S3_P1;"DV540; DV570";operation;DV540 + DV570;DV540 (fine bakery wares) + DV570 (long-life baked goods);complete;compatible
90;VARPASTRY_1201;Intake of various pastry [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
91;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
92;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal;KORA_S3_P1;"DV810; DV821; DV825; DV829";operation;DV810 + DV821 + DV825 + DV829;"DV810 (fruit / vegetable juice) + 
DV821 (table water) + 
DV825 (caffeinated lemonade) + 
DV829 (other soft drinks)";complete;compatible
93;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;KORA_S3_P1;DV810;direct_mapping;direct_mapping;DV810 (fruit / vegetable juice);complete;identical
94;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;KORA_S3_P1;"DV825; DV829";operation;DV825 + DV829;DV825 (caffeinated lemonade) + DV829 (other soft drinks);complete;compatible
95;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal;KORA_S3_P1;"DV841; DV845; DV850";operation;DV841 + DV845 + DV850;DV841 (roasted coffee) + DV845 (coffee extracts) + DV850 (tea);complete;compatible
96;COFFEE_130301;Coffee intake [g/d];decimal;KORA_S3_P1;"DV841; DV845";operation;DV841 + DV845;DV841 (roasted coffee) + DV845 (coffee extracts);complete;compatible
97;TEA_130302;Tea intake [g/d];decimal;KORA_S3_P1;DV850;direct_mapping;direct_mapping;DV850 (tea);complete;identical
98;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
99;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
100;WATER_1304;Intake of water and water-based beverages [g/d];decimal;KORA_S3_P1;DV821;direct_mapping;direct_mapping;DV821 (table water);complete;identical
101;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal;KORA_S3_P1;"DV860; DV870; DV881; DV885; DV889";operation;DV860 + DV870 + DV881 + DV885 + DV889;"DV860 (spirits) + 
DV870 (beer) + 
DV881 (grape wine) + 
DV885 (grape sparkling wine) + 
DV889 (fruit wine)";complete;compatible
102;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal;KORA_S3_P1;"DV881; DV885; DV889";operation;DV881 + DV885 + DV889;"DV881 (grape wine) + 
DV885 (grape sparkling wine) + 
DV889 (fruit wine)";complete;compatible
103;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
104;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal;KORA_S3_P1;DV870;direct_mapping;direct_mapping;DV870 (beer);complete;identical
105;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal;KORA_S3_P1;DV860;direct_mapping;direct_mapping;DV860 (spirits);complete;identical
106;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
107;LIQUEURS_1406;Intake of liqueurs [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
108;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
109;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
110;SAUCES_1501;Intake of savoury sauces [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
111;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
112;DRESSINGS_150102;Dressing intake [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
113;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
114;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
115;YEAST_1502;Intake of yeast cultures [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
116;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
117;CONDIMENTS_1504;Condiments intake [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
118;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
119;SOUP_1601;Intake of soups [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
120;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
121;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
122;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
123;SOY_PROD_1701;Intake of soy products [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
124;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
125;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
126;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
127;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal;KORA_S3_P1;impossible;impossible;impossible;;impossible;unavailable
128;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;KORA_S3_P1;__BLANK__;paste;5;5 (7_d_FR_w);complete;identical
