index;dataschema_variable;label;valueType;input_dataset;input_variables;Mlstr_harmo::rule_category;Mlstr_harmo::algorithm;Mlstr_harmo::comment;Mlstr_harmo::status;Mlstr_harmo::status_detail
40;AGE_CVD;Age at diagnosis of CVD [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
41;INC_ANGINA;Angina pectoris event during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
42;AGE_ANGINA;Age at diagnosis of angina pectoris [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
43;INC_MI;Myocardial infarction during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
44;AGE_MI;Age at diagnosis of myocardial infarction [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
45;INC_STR;Stroke during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
46;AGE_STR;Age at diagnosis of stroke [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
47;INC_ISC_STR;Cerebral infarction (ischaemic stroke) during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
48;AGE_ISC_STR;Age at diagnosis of cerebral infarction (ischaemic stroke) [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
49;INC_HAEMO_STR;Haemorrhagic stroke during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
50;AGE_HAEMO_STR;Age at diagnosis of haemorrhagic stroke [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
51;INC_HYP;Essential hypertension during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
52;AGE_HYP;Age at diagnosis of essential hypertension [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
53;INC_HF;Heart failure during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
54;AGE_HF;Age at diagnosis of heart failure [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
55;INC_DIAB2;Diabetes mellitus type 2 during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
56;AGE_DIAB2;Age at diagnosis of diabetes mellitus type 2 [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
57;INC_CANCER;Cancer during follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
58;TYPE_CANCER;Type of Cancer (ICD 10, 3 digits,e.g. C18.3);text;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
59;AGE_CANCER;Age at diagnosis of cancer [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
60;VITAL_ST;Vital status at the end of mortality follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
61;AGE_DEATH;Age at time of death [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
62;VITAL_ST_CVD;Vital status at the end of CVD mortality follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
63;VITAL_ST_CANCER;Vital status at the end of cancer mortality follow-up;integer;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
64;AGE_FUP;Age at end of follow-up [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
65;BMI;Body Mass Index at baseline [kg/m²];decimal;ACTIVE_P2;"t1_weight;
t1_height";operation;t1_weight / ((t1_height / 100)*2);;complete;compatible
66;BMI_FUP;Body Mass Index at follow-up [kg/m²];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
67;BMI_SDS;Body Mass Index Standard Deviation Score at baseline (children studies);decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
68;BMI_SDS_FUP;Body Mass Index Standard Deviation Score at follow-up (children studies);decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
69;WAIST_FUP;Waist circumference at follow-up [cm];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
70;WAIST;Waist circumference at baseline [cm];decimal;ACTIVE_P2;t1_taille1;direct_mapping;direct_mapping;;complete;identical
71;HIP;Hip circumference at baseline [cm];decimal;ACTIVE_P2;t1_hip1;direct_mapping;direct_mapping;;complete;identical
72;HIP_FUP;Hip circumference at follow-up [cm];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
73;FMI_FUP;Fat mass index at follow-up  [kg/m²];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
74;FMI;Fat mass index at baseline  [kg/m²];decimal;ACTIVE_P2;"bod_fm_kg;
t1_height";operation;bod_fm_kg / ((t1_height / 100)*2);;complete;compatible
75;BODY_FAT_FUP;Body fat precent at follow-up [%];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
76;BODY_FAT;Body fat precent at baseline  [%];decimal;ACTIVE_P2;bod_fm_pc;direct_mapping;direct_mapping;;complete;identical
77;AGE_ANTH_FUP;Age at anthropometric measurement at follow-up [years];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
78;ENERGY;Energy intake [kcal/d];decimal;ACTIVE_P2;energie_kcal;direct_mapping;direct_mapping;;complete;identical
79;CARB;Carbohydrate intake [g/d];decimal;ACTIVE_P2;kh_g;direct_mapping;direct_mapping;;complete;identical
80;PROT;Protein intake [g/d];decimal;ACTIVE_P2;prot_g;direct_mapping;direct_mapping;;complete;identical
81;FAT;Fat intake [g/d];decimal;ACTIVE_P2;fett_g;direct_mapping;direct_mapping;;complete;identical
82;ALC;Alcohol intake [g/d];decimal;ACTIVE_P2;alko_g;direct_mapping;direct_mapping;;complete;identical
83;FIBER;Dietary fiber intake [g/d];decimal;ACTIVE_P2;ballast;direct_mapping;direct_mapping;;complete;identical
84;SFA;Saturated fat intake [g/d];decimal;ACTIVE_P2;sfa_g;direct_mapping;direct_mapping;;complete;identical
85;MUFA;Monounsaturated fat intake [g/d];decimal;ACTIVE_P2;;impossible;impossible;;impossible;unavailable
86;PUFA;Polyunsaturated fat intake [g/d];decimal;ACTIVE_P2;"omega3_g;
omega6_g";operation;omega3_g + omega6_g;;complete;compatible
87;TOT_SUGARS;Total sugar intake [g/d];decimal;ACTIVE_P2;sacch_g;direct_mapping;direct_mapping;;complete;identical
88;ADD_SUGARS;Added sugar intake [g/d];decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
89;FREE_SUGARS;Free sugar intake [g/d];decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
90;GLUC;Glucose intake [g/d];decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
91;FRUC;Fructose intake [g/d];decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
92;GI;Daily glycaemic index;decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
93;GL;Daily glycaemic load;decimal;ACTIVE_P2;;undetermined;;Could be derived from food record data;;
94;SODIUM;Sodium intake [mg/d];decimal;ACTIVE_P2;natrium;operation;natrium*1000;;complete;compatible
95;SOD_POT_RATIO;Sodium to potassium intake ratio;decimal;ACTIVE_P2;"natrium; 
kalium";operation;natrium/kalium;;complete;compatible
96;SUGAR_CONFECT_11;Intake of sugar and similar, confectionery and water-based sweet desserts [g/d];decimal;ACTIVE_P2;SUGAR_CONFECT_11;direct_mapping;direct_mapping;;complete;compatible
97;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal;ACTIVE_P2;CAKES_12;direct_mapping;direct_mapping;;complete;compatible
98;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal;ACTIVE_P2;FRUITVEG_JUICE_1301;direct_mapping;direct_mapping;;complete;compatible
99;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal;ACTIVE_P2;SOFTDRINKS_1302;direct_mapping;direct_mapping;;complete;compatible
100;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal;ACTIVE_P2;ART_SWEETENER_170201;direct_mapping;direct_mapping;;complete;compatible
101;VEGETABLES_02;Vegetable intake [g/d];decimal;ACTIVE_P2;VEGETABLES_02;direct_mapping;direct_mapping;;complete;compatible
102;LEGUMES_TOT_03;Total legumes intake [g/d];decimal;ACTIVE_P2;LEGUMES_TOT_03;direct_mapping;direct_mapping;;complete;compatible
103;FRUITS_TOT_04;Total fruit intake [g/d];decimal;ACTIVE_P2;FRUITS_TOT_04;direct_mapping;direct_mapping;;complete;compatible
104;RED_MEAT_0701;Intake of red meat (mammals meat) [g/d];decimal;ACTIVE_P2;RED_MEAT_0701;direct_mapping;direct_mapping;;complete;compatible
105;PROCMEAT_0704;Intake of processed or preserved meat [g/d];decimal;ACTIVE_P2;PROCMEAT_0704;direct_mapping;direct_mapping;;complete;compatible
106;COFFEE_130301;Coffee intake [g/d];decimal;ACTIVE_P2;COFFEE_130301;direct_mapping;direct_mapping;;complete;compatible
107;TEA_130302;Tea intake [g/d];decimal;ACTIVE_P2;TEA_130302;direct_mapping;direct_mapping;;complete;compatible
108;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer;ACTIVE_P2;__BLANK__;paste;4;;complete;identical
