index;name;label;valueType
86;ICECREAM_MILK_110501;Intake of milk-based ice cream [g/d];decimal
87;SORBET_110502;Sorbet intake [g/d];decimal
88;WATER_ICE_110503;Intake of water-based ice creams [g/d];decimal
89;CAKES_12;Intake of cakes and fine bakery products [g/d];decimal
90;VARPASTRY_1201;Intake of various pastry [g/d];decimal
91;DRYCAKE_1202;Intake of sponge biscuits and plain cakes [g/d];decimal
92;NONALC_BEV_13;Intake of non-alcoholic beverages [g/d];decimal
93;FRUITVEG_JUICE_1301;Intake of fruit and vegetable juices [g/d];decimal
94;SOFTDRINKS_1302;Intake of soft drinks [g/d];decimal
95;HOTDRINKS_1303;Intake of hot drinks and similar (coffee, cocoa, tea and herbal infusions) [g/d];decimal
96;COFFEE_130301;Coffee intake [g/d];decimal
97;TEA_130302;Tea intake [g/d];decimal
98;HERBALTEA_130303;Intake of herbal and other non-tea infusions [g/d];decimal
99;COFFEE_IMITATE_130304;Intake of chicory coffee infusion and coffee imitate beverages [g/d];decimal
100;WATER_1304;Intake of water and water-based beverages [g/d];decimal
101;ALC_BEV_14;Alcoholic beverage intake [g/d];decimal
102;WINE_1401;Intake of wine and wine-like drinks [g/d];decimal
103;FORTWINE_1402;Intake of fortified/liqueur wine [g/d];decimal
104;BEER_1403;Intake of beer and beer-like beverage [g/d];decimal
105;SPIRITS_1404;Intake of unsweetened spirits [g/d];decimal
106;HERBLIQUEUR_1405;Intake of herb liqueur [g/d];decimal
107;LIQUEURS_1406;Intake of liqueurs [g/d];decimal
108;COCKTAILS_1407;Intake of mixed alcoholic drinks [g/d];decimal
109;CONDIMENT_SAUCES_15;Intake of seasoning, sauces and condiments [g/d];decimal
110;SAUCES_1501;Intake of savoury sauces [g/d];decimal
111;TOMATOSAUCE_150101;Intake of tomato-containing cooked sauces [g/d];decimal
112;DRESSINGS_150102;Dressing intake [g/d];decimal
113;MAYONNAISE_150103;Intake of mayonnaise [g/d];decimal
114;DESSERTSAUCE_150104;Intakes of dessert sauces/toppings [g/d];decimal
115;YEAST_1502;Intake of yeast cultures [g/d];decimal
116;HERBS_SPICES_1503;Intakes of berbs, spices and similar [g/d];decimal
117;CONDIMENTS_1504;Condiments intake [g/d];decimal
118;SOUP_BOUILLON_16;Intake of soups and broths [g/d];decimal
119;SOUP_1601;Intake of soups [g/d];decimal
120;BOUILLON_1602;Intake of mixed vegetables soup, clear meat soup [g/d];decimal
121;MISCELLANEOUS_17;Intake of miscellaneous [g/d];decimal
122;VEG_DISHES_1700;Intake of vegetarian products and dishes [g/d];decimal
123;SOY_PROD_1701;Intake of soy products [g/d];decimal
124;DIET_PROD_1702;Intake of food for weight reduction [g/d];decimal
125;ART_SWEETENER_170201;Intake of artificial sweeteners (e.g., aspartam, saccharine) [g/d];decimal
126;SNACKS_1703;Intake of snacks other than chips and similar [g/d];decimal
127;AMPHIBIANS_1704;Intake of amphibians, reptiles, snails, insects [g/d];decimal
128;DIETARY_ASSESS_INSTR;Dietary Assessment Instrument;integer
